1.62E-09,0
5.29E-05,1
5.30E-05,0
5.32E-05,1
5.33E-05,0
5.34E-05,1
5.35E-05,0
5.36E-05,1
5.38E-05,0
5.48E-05,1
5.49E-05,0
6.66E-05,1
6.67E-05,0
6.79E-05,1
6.80E-05,0
6.92E-05,1
6.93E-05,0
7.03E-05,1
7.05E-05,0
7.17E-05,1
7.18E-05,0
7.27E-05,1
7.28E-05,0
7.29E-05,1
7.30E-05,0
7.40E-05,1
7.42E-05,0
7.51E-05,1
7.54E-05,0
7.66E-05,1
7.67E-05,0
7.75E-05,1
7.76E-05,0
7.78E-05,1
7.79E-05,0
7.88E-05,1
7.89E-05,0
7.90E-05,1
7.91E-05,0
7.99E-05,1
8.01E-05,0
8.02E-05,1
8.03E-05,0
8.13E-05,1
8.15E-05,0
8.23E-05,1
8.24E-05,0
8.25E-05,1
8.27E-05,0
8.36E-05,1
8.39E-05,0
8.47E-05,1
8.48E-05,0
8.50E-05,1
8.53E-05,0
8.56E-05,1
8.59E-05,0
0.000178901,1
0.000179001,0
0.000179201,1
0.000179301,0
0.000179401,1
0.000179501,0
0.000179601,1
0.000179701,0
0.000179801,1
0.000179901,0
0.000180801,1
0.000180901,0
0.000181201,1
0.000181301,0
0.000192601,1
0.000192701,0
0.000193901,1
0.000194001,0
0.000195201,1
0.000195301,0
0.000196301,1
0.000196501,0
0.000197701,1
0.000197801,0
0.000198701,1
0.000198801,0
0.000198901,1
0.000199001,0
0.000200001,1
0.000200201,0
0.000201101,1
0.000201401,0
0.000202601,1
0.000202701,0
0.000203501,1
0.000203601,0
0.000203801,1
0.000203901,0
0.000204801,1
0.000204901,0
0.000205001,1
0.000205101,0
0.000205901,1
0.000206101,0
0.000206201,1
0.000206301,0
0.000207301,1
0.000207501,0
0.000208301,1
0.000208401,0
0.000208501,1
0.000208701,0
0.000209601,1
0.000209901,0
0.000210701,1
0.000210801,0
0.000211001,1
0.000211301,0
0.000211601,1
0.000211901,0
0.000303901,1
0.000304001,0
0.000304201,1
0.000304301,0
0.000304401,1
0.000304501,0
0.000304601,1
0.000304901,0
0.000306001,1
0.000306101,0
0.000317601,1
0.000317701,0
0.000318901,1
0.000319001,0
0.000320201,1
0.000320301,0
0.000321301,1
0.000321501,0
0.000322701,1
0.000322801,0
0.000323701,1
0.000323801,0
0.000323901,1
0.000324001,0
0.000325001,1
0.000325201,0
0.000326101,1
0.000326401,0
0.000327601,1
0.000327701,0
0.000328501,1
0.000328601,0
0.000328801,1
0.000328901,0
0.000329801,1
0.000329901,0
0.000330001,1
0.000330101,0
0.000330901,1
0.000331101,0
0.000331201,1
0.000331301,0
0.000332301,1
0.000332501,0
0.000333301,1
0.000333401,0
0.000333501,1
0.000333701,0
0.000334601,1
0.000334901,0
0.000335701,1
0.000335801,0
0.000336001,1
0.000336301,0
0.000336601,1
0.000336901,0
0.000428901,1
0.000429001,0
0.000429201,1
0.000429301,0
0.000429401,1
0.000429501,0
0.000429601,1
0.000429701,0
0.000429901,1
0.000430001,0
0.000430901,1
0.000431101,0
0.000442601,1
0.000442701,0
0.000443901,1
0.000444001,0
0.000445201,1
0.000445301,0
0.000446301,1
0.000446501,0
0.000447701,1
0.000447801,0
0.000448701,1
0.000448801,0
0.000448901,1
0.000449001,0
0.000450001,1
0.000450201,0
0.000451101,1
0.000451401,0
0.000452601,1
0.000452701,0
0.000453501,1
0.000453601,0
0.000453801,1
0.000453901,0
0.000454801,1
0.000454901,0
0.000455001,1
0.000455101,0
0.000455901,1
0.000456101,0
0.000456201,1
0.000456301,0
0.000457301,1
0.000457501,0
0.000458301,1
0.000458401,0
0.000458501,1
0.000458701,0
0.000459601,1
0.000459901,0
0.000460701,1
0.000460801,0
0.000461001,1
0.000461301,0
0.000461601,1
0.000461901,0
0.000553901,1
0.000554001,0
0.000554201,1
0.000554301,0
0.000554401,1
0.000554501,0
0.000554601,1
0.000554801,0
0.000554901,1
0.000555001,0
0.000555801,1
0.000555901,0
0.000556101,1
0.000556201,0
0.000567601,1
0.000567701,0
0.000568901,1
0.000569001,0
0.000570201,1
0.000570301,0
0.000571301,1
0.000571501,0
0.000572701,1
0.000572801,0
0.000573701,1
0.000573801,0
0.000573901,1
0.000574001,0
0.000575001,1
0.000575201,0
0.000576101,1
0.000576401,0
0.000577601,1
0.000577701,0
0.000578501,1
0.000578601,0
0.000578801,1
0.000578901,0
0.000579801,1
0.000579901,0
0.000580001,1
0.000580101,0
0.000580901,1
0.000581101,0
0.000581201,1
0.000581301,0
0.000582301,1
